field_ID,bee_species,sex,park,transect_ID,method,date,type,taxonomy_notes
ANTI 32,Lasioglossum versatum,f,ANTI,T16,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Lasioglossum versatum,f,ANTI,T16,pan trap,6/23/2021,warm season-multi,NA
ANTI 33,Lasioglossum versatum,f,ANTI,T20,pan trap,6/23/2021,warm season-multi,NA
ANTI 33,Lasioglossum versatum,f,ANTI,T19,pan trap,7/27/2022,warm season-multi,NA
ANTI 36,Lasioglossum versatum,f,ANTI,T7,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Lasioglossum versatum,f,ANTI,T7,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Lasioglossum versatum,f,ANTI,T7,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Lasioglossum versatum,f,ANTI,T7,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Lasioglossum versatum,f,ANTI,T7,pan trap,7/14/2022,warm season-multi,NA
ANTI 37,Lasioglossum versatum,f,ANTI,T4,pan trap,8/24/2021,warm season-multi,NA
ANTI 37,Lasioglossum versatum,f,ANTI,T4,pan trap,8/24/2021,warm season-multi,NA
ANTI 37,Lasioglossum versatum,f,ANTI,T4,pan trap,8/24/2021,warm season-multi,NA
ANTI 37,Lasioglossum versatum,f,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 38,Lasioglossum versatum,f,ANTI,T2,pan trap,7/20/2021,warm season-multi,NA
ANTI 38,Lasioglossum versatum,f,ANTI,T1,pan trap,7/20/2021,warm season-multi,NA
ANTI 38,Lasioglossum versatum,f,ANTI,T1,pan trap,7/20/2021,warm season-multi,NA
ANTI 38,Lasioglossum versatum,f,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 38,Lasioglossum versatum,f,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 38,Lasioglossum versatum,f,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 38,Lasioglossum versatum,f,ANTI,T1,pan trap,6/29/2022,warm season-multi,NA
ANTI 38,Lasioglossum versatum,f,ANTI,T1,pan trap,6/29/2022,warm season-multi,NA
ANTI 38,Lasioglossum versatum,f,ANTI,T1,pan trap,6/29/2022,warm season-multi,NA
ANTI 38,Lasioglossum versatum,f,ANTI,T1,pan trap,6/29/2022,warm season-multi,NA
ANTI 38,Lasioglossum versatum,f,ANTI,T1,pan trap,6/29/2022,warm season-multi,NA
ANTI 38,Lasioglossum versatum,f,ANTI,T1,pan trap,6/29/2022,warm season-multi,NA
ANTI 38,Lasioglossum versatum,f,ANTI,T1,pan trap,6/29/2022,warm season-multi,NA
ANTI 38,Lasioglossum versatum,f,ANTI,net,hand net,8/10/2022,warm season-multi,NA
ANTI 38,Lasioglossum versatum,f,ANTI,T1,pan trap,8/10/2022,warm season-multi,NA
ANTI 38,Lasioglossum versatum,f,ANTI,net,hand net,8/10/2022,warm season-multi,NA
ANTI 4,Lasioglossum versatum,f,ANTI,T175,pan trap,6/29/2022,cool season-pasture,NA
ANTI 4,Lasioglossum versatum,f,ANTI,T175,pan trap,6/29/2022,cool season-pasture,NA
ANTI 4,Lasioglossum versatum,f,ANTI,T175,pan trap,6/29/2022,cool season-pasture,NA
ANTI 5,Lasioglossum versatum,f,ANTI,T172,pan trap,6/8/2021,cool season-hay,NA
ANTI 5,Lasioglossum versatum,f,ANTI,T172,pan trap,6/8/2021,cool season-hay,NA
ANTI 5,Lasioglossum versatum,f,ANTI,net,hand net,7/28/2021,cool season-hay,NA
ANTI 5,Lasioglossum versatum,f,ANTI,net,hand net,7/28/2021,cool season-hay,NA
ANTI 5,Lasioglossum versatum,f,ANTI,T172,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum versatum,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum versatum,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum versatum,f,ANTI,net,hand net,8/24/2022,cool season-hay,NA
ANTI 7,Lasioglossum versatum,f,ANTI,T49,pan trap,6/21/2022,cool season-pasture,NA
ANTI 7,Lasioglossum versatum,f,ANTI,T49,pan trap,6/21/2022,cool season-pasture,NA
ANTI 7,Lasioglossum versatum,f,ANTI,T49,pan trap,6/21/2022,cool season-pasture,NA
ANTI 7,Lasioglossum versatum,f,ANTI,T49,pan trap,6/21/2022,cool season-pasture,NA
ANTI 7,Lasioglossum versatum,f,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 7,Lasioglossum versatum,f,ANTI,net,hand net,8/4/2022,cool season-pasture,NA
ANTI 8,Lasioglossum versatum,f,ANTI,net,hand net,5/26/2022,cool season-pasture,NA
ANTI 8,Lasioglossum versatum,f,ANTI,net,hand net,5/26/2022,cool season-pasture,NA
ANTI 8,Lasioglossum versatum,f,ANTI,net,hand net,7/14/2022,cool season-pasture,NA
CHOH 0,Lasioglossum versatum,m,CHOH,T110,pan trap,9/16/2021,cool season-hay,NA
CHOH 0,Lasioglossum versatum,f,CHOH,T111,pan trap,7/18/2022,cool season-hay,NA
CHOH 0,Lasioglossum versatum,f,CHOH,T110,pan trap,7/18/2022,cool season-hay,NA
CHOH 0,Lasioglossum versatum,f,CHOH,T111,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum versatum,f,CHOH,net,hand net,7/13/2021,cool season-hay,NA
CHOH 1_3,Lasioglossum versatum,f,CHOH,net,hand net,7/13/2021,cool season-hay,NA
CHOH 1_3,Lasioglossum versatum,f,CHOH,T216,pan trap,5/23/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum versatum,f,CHOH,T217,pan trap,5/23/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum versatum,f,CHOH,T217,pan trap,5/23/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum versatum,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum versatum,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum versatum,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum versatum,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum versatum,f,CHOH,T219,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum versatum,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum versatum,f,CHOH,T219,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum versatum,f,CHOH,T219,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum versatum,f,CHOH,T219,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum versatum,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,T116,pan trap,6/15/2021,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,T117,pan trap,6/15/2021,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,T117,pan trap,6/15/2021,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,T117,pan trap,6/15/2021,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,T115,pan trap,8/4/2021,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,T116,pan trap,8/4/2021,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,T115,pan trap,8/4/2021,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,T116,pan trap,6/15/2022,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,T115,pan trap,6/15/2022,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,T116,pan trap,6/15/2022,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,T116,pan trap,6/15/2022,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,T116,pan trap,6/15/2022,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,T116,pan trap,8/16/2022,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,T116,pan trap,8/16/2022,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,T116,pan trap,8/16/2022,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,T117,pan trap,8/16/2022,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,T117,pan trap,8/16/2022,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,T117,pan trap,8/16/2022,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,net,hand net,8/17/2022,cool season-hay,NA
CHOH 2,Lasioglossum versatum,f,CHOH,net,hand net,8/17/2022,cool season-hay,NA
CHOH 8,Lasioglossum versatum,f,CHOH,T212,pan trap,8/4/2021,cool season-hay,NA
CHOH 8,Lasioglossum versatum,f,CHOH,T212,pan trap,8/4/2021,cool season-hay,NA
CHOH 8,Lasioglossum versatum,f,CHOH,T213,pan trap,8/16/2022,cool season-hay,NA
CHOH 9,Lasioglossum versatum,f,CHOH,T225,pan trap,8/4/2021,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,T135,pan trap,7/15/2021,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,T135,pan trap,7/15/2021,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,T135,pan trap,7/15/2021,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,T136,pan trap,6/27/2022,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,T136,pan trap,6/27/2022,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,T136,pan trap,6/27/2022,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,T136,pan trap,6/27/2022,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,T135,pan trap,6/27/2022,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,T135,pan trap,6/27/2022,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,T136,pan trap,6/27/2022,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,T135,pan trap,6/27/2022,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,T135,pan trap,6/27/2022,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,T136,pan trap,6/27/2022,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,net,hand net,6/28/2022,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,net,hand net,6/28/2022,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,net,hand net,6/28/2022,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,T136,pan trap,8/8/2022,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,T136,pan trap,8/8/2022,cool season-hay,NA
MANA 1,Lasioglossum versatum,f,MANA,T136,pan trap,8/8/2022,cool season-hay,NA
MANA 16,Lasioglossum versatum,f,MANA,T198,pan trap,7/15/2021,cool season-hay,NA
MANA 16,Lasioglossum versatum,f,MANA,T197,pan trap,7/11/2022,cool season-hay,NA
MANA 16,Lasioglossum versatum,f,MANA,T197,pan trap,7/11/2022,cool season-hay,NA
MANA 16,Lasioglossum versatum,f,MANA,T197,pan trap,7/11/2022,cool season-hay,NA
MANA 16,Lasioglossum versatum,f,MANA,T197,pan trap,7/11/2022,cool season-hay,NA
MANA 21,Lasioglossum versatum,f,MANA,T202,pan trap,5/25/2021,cool season-hay,NA
MANA 21,Lasioglossum versatum,f,MANA,T201,pan trap,5/25/2021,cool season-hay,NA
MANA 21,Lasioglossum versatum,f,MANA,T202,pan trap,6/27/2022,cool season-hay,NA
MANA 21,Lasioglossum versatum,f,MANA,T202,pan trap,6/27/2022,cool season-hay,NA
MANA 21,Lasioglossum versatum,f,MANA,net,hand net,6/28/2022,cool season-hay,NA
MANA 43,Lasioglossum versatum,f,MANA,T142,pan trap,6/1/2021,warm season-multi,NA
MANA 43,Lasioglossum versatum,f,MANA,T143,pan trap,7/26/2021,warm season-multi,NA
MANA 43,Lasioglossum versatum,f,MANA,T142,pan trap,7/26/2021,warm season-multi,NA
MANA 43,Lasioglossum versatum,f,MANA,T142,pan trap,6/27/2022,warm season-multi,NA
MANA 43,Lasioglossum versatum,f,MANA,T142,pan trap,6/27/2022,warm season-multi,NA
MANA 48,Lasioglossum versatum,f,MANA,T148,pan trap,7/7/2021,warm season-multi,NA
MANA 48,Lasioglossum versatum,f,MANA,net,hand net,7/8/2021,warm season-multi,NA
MANA 48,Lasioglossum versatum,f,MANA,net,hand net,7/8/2021,warm season-multi,NA
MANA 48,Lasioglossum versatum,f,MANA,net,hand net,7/8/2021,warm season-multi,NA
MANA 48,Lasioglossum versatum,f,MANA,T147,pan trap,7/11/2022,warm season-multi,NA
MANA 48,Lasioglossum versatum,f,MANA,T147,pan trap,7/11/2022,warm season-multi,NA
MANA 48,Lasioglossum versatum,f,MANA,T147,pan trap,7/11/2022,warm season-multi,NA
MANA 48,Lasioglossum versatum,f,MANA,net,hand net,7/12/2022,warm season-multi,NA
MANA 49,Lasioglossum versatum,f,MANA,net,hand net,7/16/2021,warm season-multi,NA
MANA 49,Lasioglossum versatum,f,MANA,T151,pan trap,5/31/2022,warm season-multi,NA
MANA 57,Lasioglossum versatum,f,MANA,T165,pan trap,9/2/2021,warm season-multi,NA
MANA 57,Lasioglossum versatum,f,MANA,T165,pan trap,9/2/2021,warm season-multi,NA
MANA 57,Lasioglossum versatum,f,MANA,T165,pan trap,9/2/2021,warm season-multi,NA
MANA 57,Lasioglossum versatum,f,MANA,T165,pan trap,9/2/2021,warm season-multi,NA
MANA 57,Lasioglossum versatum,f,MANA,T165,pan trap,7/11/2022,warm season-multi,NA
MANA 57,Lasioglossum versatum,f,MANA,T165,pan trap,7/11/2022,warm season-multi,NA
MANA 57,Lasioglossum versatum,f,MANA,T165,pan trap,7/11/2022,warm season-multi,NA
MANA 57,Lasioglossum versatum,f,MANA,T165,pan trap,7/11/2022,warm season-multi,NA
MANA 57,Lasioglossum versatum,f,MANA,T165,pan trap,7/11/2022,warm season-multi,NA
MANA 57,Lasioglossum versatum,f,MANA,T165,pan trap,7/11/2022,warm season-multi,NA
MANA 57,Lasioglossum versatum,f,MANA,net,hand net,7/12/2022,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T204,pan trap,6/1/2021,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T206,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T206,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T206,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T206,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T206,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T206,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T206,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,net,hand net,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T203,pan trap,6/27/2022,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T203,pan trap,6/27/2022,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T205,pan trap,6/27/2022,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T205,pan trap,6/27/2022,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T205,pan trap,6/27/2022,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T205,pan trap,6/27/2022,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T205,pan trap,6/27/2022,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T203,pan trap,6/27/2022,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T203,pan trap,6/27/2022,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T205,pan trap,6/27/2022,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T205,pan trap,6/27/2022,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T205,pan trap,8/18/2022,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T205,pan trap,8/18/2022,warm season-multi,NA
MANA 61,Lasioglossum versatum,f,MANA,T205,pan trap,8/18/2022,warm season-multi,NA
MONO 149,Lasioglossum versatum,f,MONO,T70,pan trap,7/22/2021,warm season-multi,NA
MONO 149,Lasioglossum versatum,f,MONO,net,hand net,6/13/2022,warm season-multi,NA
MONO 26,Lasioglossum versatum,f,MONO,T73,pan trap,8/2/2022,cool season-hay,NA
MONO 56,Lasioglossum versatum,f,MONO,T91,pan trap,6/24/2021,cool season-pasture,NA
MONO 56,Lasioglossum versatum,f,MONO,T90,pan trap,7/5/2022,cool season-pasture,NA
MONO 56,Lasioglossum versatum,f,MONO,T90,pan trap,7/5/2022,cool season-pasture,NA
MONO 56,Lasioglossum versatum,f,MONO,T90,pan trap,7/5/2022,cool season-pasture,NA
MONO 56,Lasioglossum versatum,f,MONO,T85,pan trap,7/5/2022,cool season-pasture,NA
MONO 58,Lasioglossum versatum,f,MONO,T79,pan trap,6/24/2021,cool season-hay,NA
MONO 77,Lasioglossum versatum,f,MONO,T100,pan trap,6/17/2021,cool season-pasture,NA
MONO 94,Lasioglossum versatum,f,MONO,T105,pan trap,6/17/2021,cool season-pasture,NA
MONO 94,Lasioglossum versatum,f,MONO,T105,pan trap,6/17/2021,cool season-pasture,NA
MONO 94,Lasioglossum versatum,f,MONO,net,hand net,7/5/2022,cool season-pasture,NA
MONO 94,Lasioglossum versatum,f,MONO,T106,pan trap,7/5/2022,cool season-pasture,NA
MONO 94,Lasioglossum versatum,f,MONO,T108,pan trap,8/15/2022,cool season-pasture,NA
MONO 94,Lasioglossum versatum,f,MONO,T108,pan trap,8/15/2022,cool season-pasture,NA
ANTI 10,Lasioglossum weemsi,f,ANTI,net,hand net,6/21/2022,cool season-hay,NA
ANTI 3,Lasioglossum weemsi,f,ANTI,net,hand net,7/28/2021,cool season-pasture,NA
ANTI 33,Lasioglossum weemsi,f,ANTI,T19,pan trap,6/23/2021,warm season-multi,NA
ANTI 33,Lasioglossum weemsi,f,ANTI,T19,pan trap,7/27/2022,warm season-multi,NA
ANTI 33,Lasioglossum weemsi,f,ANTI,T19,pan trap,7/27/2022,warm season-multi,NA
ANTI 4,Lasioglossum weemsi,f,ANTI,net,hand net,6/28/2022,cool season-pasture,NA
CHOH 1_3,Lasioglossum weemsi,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum weemsi,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
ANTI 10,Lasioglossum zephyrus,f,ANTI,T29,pan trap,6/21/2022,cool season-hay,NA
ANTI 17,Lasioglossum zephyrus,f,ANTI,T27,pan trap,7/20/2021,cool season-hay,NA
ANTI 21,Lasioglossum zephyrus,f,ANTI,T167,pan trap,8/2/2021,cool season-hay,NA
MANA 57,Lasioglossum zephyrus,f,MANA,T164,pan trap,6/30/2021,warm season-multi,NA
MONO 56,Lasioglossum zephyrus,f,MONO,T88,pan trap,8/12/2021,cool season-pasture,NA
MONO 58,Lasioglossum zephyrus,f,MONO,T80,pan trap,6/24/2021,cool season-hay,NA
MONO 94,Lasioglossum zephyrus,f,MONO,T106,pan trap,7/5/2022,cool season-pasture,NA
ANTI 10,Megachile brevis,f,ANTI,net,hand net,9/15/2021,cool season-hay,NA
ANTI 10,Megachile brevis,f,ANTI,net,hand net,9/15/2021,cool season-hay,NA
ANTI 17,Megachile brevis,f,ANTI,T27,pan trap,7/20/2021,cool season-hay,NA
ANTI 32,Megachile brevis,f,ANTI,net,hand net,7/27/2022,warm season-multi,NA
ANTI 33,Megachile brevis,f,ANTI,T19,pan trap,6/8/2022,warm season-multi,NA
ANTI 4,Megachile brevis,f,ANTI,T178,pan trap,9/7/2021,cool season-pasture,NA
ANTI 4,Megachile brevis,f,ANTI,net,hand net,6/28/2022,cool season-pasture,NA
CHOH 2,Megachile brevis,f,CHOH,T116,pan trap,8/4/2021,cool season-hay,NA
MANA 1,Megachile brevis,f,MANA,net,hand net,7/15/2021,cool season-hay,NA
MANA 21,Megachile brevis,f,MANA,T202,pan trap,5/25/2021,cool season-hay,NA
MANA 43,Megachile brevis,m,MANA,net,hand net,7/26/2021,warm season-multi,NA
MANA 61,Megachile brevis,m,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MONO 58,Megachile brevis,f,MONO,net,hand net,8/1/2022,cool season-hay,NA
MANA 1,Megachile exilis,f,MANA,net,hand net,6/28/2022,cool season-hay,NA
ANTI 12,Megachile inimica,m,ANTI,net,hand net,7/28/2022,warm season-multi,NA
ANTI 10,Megachile mendica,f,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 12,Megachile mendica,f,ANTI,T64,pan trap,7/27/2022,warm season-multi,NA
ANTI 17,Megachile mendica,m,ANTI,net,hand net,9/15/2021,cool season-hay,NA
ANTI 32,Megachile mendica,m,ANTI,net,hand net,8/11/2021,warm season-multi,NA
ANTI 33,Megachile mendica,f,ANTI,net,hand net,8/11/2021,warm season-multi,NA
ANTI 33,Megachile mendica,f,ANTI,net,hand net,8/11/2021,warm season-multi,NA
ANTI 33,Megachile mendica,f,ANTI,net,hand net,8/11/2021,warm season-multi,NA
ANTI 33,Megachile mendica,f,ANTI,net,hand net,8/11/2021,warm season-multi,NA
ANTI 33,Megachile mendica,f,ANTI,net,hand net,8/11/2021,warm season-multi,NA
ANTI 37,Megachile mendica,f,ANTI,net,hand net,8/24/2021,warm season-multi,NA
ANTI 37,Megachile mendica,m,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 7,Megachile mendica,m,ANTI,net,hand net,7/20/2021,cool season-pasture,NA
CHOH 0,Megachile mendica,f,CHOH,net,hand net,9/16/2021,cool season-hay,NA
CHOH 0,Megachile mendica,f,CHOH,net,hand net,9/16/2021,cool season-hay,NA
CHOH 1_3,Megachile mendica,f,CHOH,net,hand net,7/19/2022,cool season-hay,NA
CHOH 1_3,Megachile mendica,m,CHOH,net,hand net,7/19/2022,cool season-hay,NA
CHOH 1_3,Megachile mendica,f,CHOH,net,hand net,7/19/2022,cool season-hay,NA
CHOH 9,Megachile mendica,m,CHOH,net,hand net,8/16/2022,cool season-hay,NA
CHOH 9,Megachile mendica,m,CHOH,net,hand net,8/16/2022,cool season-hay,NA
CHOH 9,Megachile mendica,m,CHOH,net,hand net,8/16/2022,cool season-hay,NA
MANA 0,Megachile mendica,f,MANA,net,hand net,5/27/2021,cool season-hay,NA
MANA 43,Megachile mendica,f,MANA,net,hand net,6/27/2022,warm season-multi,NA
MANA 48,Megachile mendica,m,MANA,net,hand net,7/12/2022,warm season-multi,NA
MANA 49,Megachile mendica,f,MANA,net,hand net,7/16/2021,warm season-multi,NA
MANA 49,Megachile mendica,f,MANA,net,hand net,7/16/2021,warm season-multi,NA
MANA 49,Megachile mendica,f,MANA,net,hand net,7/16/2021,warm season-multi,NA
MANA 49,Megachile mendica,f,MANA,net,hand net,7/16/2021,warm season-multi,NA
MANA 61,Megachile mendica,m,MANA,net,hand net,6/1/2021,warm season-multi,NA
MANA 61,Megachile mendica,f,MANA,T204,pan trap,6/1/2021,warm season-multi,NA
MONO 56,Megachile mendica,f,MONO,net,hand net,7/6/2022,cool season-pasture,NA
MONO 56,Megachile mendica,m,MONO,net,hand net,7/6/2022,cool season-pasture,NA
MONO 94,Megachile mendica,f,MONO,T105,pan trap,8/9/2021,cool season-pasture,NA
ANTI 10,Megachile montivaga,m,ANTI,T29,pan trap,6/21/2022,cool season-hay,NA
ANTI 32,Megachile montivaga,f,ANTI,T12,pan trap,6/8/2022,warm season-multi,NA
MANA 16,Megachile montivaga,f,MANA,T198,pan trap,7/15/2021,cool season-hay,NA
MANA 16,Megachile petulans,f,MANA,net,hand net,7/12/2022,cool season-hay,NA
MANA 61,Megachile petulans,f,MANA,net,hand net,6/28/2022,warm season-multi,NA
CHOH 1_3,Megachile pugnata,f,CHOH,T222,pan trap,7/13/2021,cool season-hay,NA
CHOH 1_3,Megachile pugnata,f,CHOH,T222,pan trap,7/13/2021,cool season-hay,NA
CHOH 1_3,Megachile pugnata,m,CHOH,net,hand net,7/13/2021,cool season-hay,NA
CHOH 1_3,Megachile pugnata,m,CHOH,net,hand net,7/13/2021,cool season-hay,NA
ANTI 1,Megachile rotundata,f,ANTI,T40,pan trap,6/29/2021,cool season-pasture,NA
ANTI 7,Megachile rotundata,f,ANTI,net,hand net,7/20/2021,cool season-pasture,NA
MANA 16,Megachile rotundata,f,MANA,net,hand net,7/16/2021,cool season-hay,NA
MANA 49,Melissodes apicatus,f,MANA,T151,pan trap,5/31/2022,warm season-multi,NA
ANTI 1,Melissodes bimaculatus,f,ANTI,T42,pan trap,8/24/2021,cool season-pasture,NA
ANTI 1,Melissodes bimaculatus,f,ANTI,T41,pan trap,8/3/2022,cool season-pasture,NA
ANTI 1,Melissodes bimaculatus,f,ANTI,T41,pan trap,8/3/2022,cool season-pasture,NA
ANTI 1,Melissodes bimaculatus,f,ANTI,T41,pan trap,8/3/2022,cool season-pasture,NA
ANTI 10,Melissodes bimaculatus,m,ANTI,T29,pan trap,7/20/2021,cool season-hay,NA
ANTI 10,Melissodes bimaculatus,m,ANTI,T30,pan trap,7/20/2021,cool season-hay,NA
ANTI 10,Melissodes bimaculatus,m,ANTI,T29,pan trap,7/20/2021,cool season-hay,NA
ANTI 10,Melissodes bimaculatus,m,ANTI,T29,pan trap,7/20/2021,cool season-hay,NA
ANTI 10,Melissodes bimaculatus,m,ANTI,T29,pan trap,7/20/2021,cool season-hay,NA
ANTI 10,Melissodes bimaculatus,f,ANTI,T30,pan trap,7/20/2021,cool season-hay,NA
ANTI 10,Melissodes bimaculatus,f,ANTI,T29,pan trap,8/3/2022,cool season-hay,NA
ANTI 10,Melissodes bimaculatus,f,ANTI,T29,pan trap,8/3/2022,cool season-hay,NA
ANTI 10,Melissodes bimaculatus,m,ANTI,T29,pan trap,8/3/2022,cool season-hay,NA
ANTI 10,Melissodes bimaculatus,f,ANTI,T29,pan trap,8/3/2022,cool season-hay,NA
ANTI 10,Melissodes bimaculatus,f,ANTI,T29,pan trap,8/3/2022,cool season-hay,NA
ANTI 10,Melissodes bimaculatus,f,ANTI,T29,pan trap,8/3/2022,cool season-hay,NA
ANTI 10,Melissodes bimaculatus,f,ANTI,T29,pan trap,8/3/2022,cool season-hay,NA
ANTI 10,Melissodes bimaculatus,f,ANTI,T29,pan trap,8/3/2022,cool season-hay,NA
ANTI 11,Melissodes bimaculatus,m,ANTI,T22,pan trap,7/7/2021,cool season-hay,NA
ANTI 11,Melissodes bimaculatus,m,ANTI,T22,pan trap,7/7/2021,cool season-hay,NA
